OnHold	Id	Prewords	Keywords	Paraphrase	Example	Origin	References	Comment
	107800		walk the plank	take the blame	Andy’s being made to walk the plank even though the failure wasn’t her fault.	Alludes to the perhaps apocryphal tradition that pirates disposed of captives or offenders by tying their hands and forcing them to walk off a plank into the ocean.		
	107900		walking on eggshells	being very careful	She’s been very touchy lately and I’ve been walking on eggshells around her.			
	108000		want (one’s) head on a platter	want (one) completely vanquished	The board feels so betrayed that they want the director’s head on a platter.	Alludes to the Biblical story (<b><i>Mark 6:21-28</i></b> and <b><i>Matthew 15:6-11</i></b>) in which Salome requests as a reward the head of John the Baptist on a platter.		
	108100	a	war chest	mass of resources	The company has accumulated quite a war chest in anticipation of a huge engineering effort.			Usually implies financial resources.
	108200		wash (one’s) hands	disclaim responsibility	I’ve washed my hands of that project. I want nothing more to do with it.	Alludes to the Biblical account (<b><i>Matthew 27:24</i></b>) of Pontius Pilate absolving himself of responsibility for the crucifixion of Jesus by washing his hands. 		
**	108300		we’re not in Kansas anymore	we’ve entered a very different environment 	People react very differently here. We’re sure not in Kansas anymore.	Alludes to the Frank Baum novel <b><i>The Wonderful Wizard of Oz</i></b> (and its well-known film adaptation <b><i>The Wizard of Oz</i></b>), in which the heroine Dorothy, on arriving in the magical land of Oz, says to her dog Toto, \		
	108400	the	weak link	the least qualified	I think I’m the weak link in this group. You all have more experience than I do.	Obviously alludes to the fact that one weak link in a chain can lead to its failure under stress.		
	108500		wear the pants	be in control	I’m not sure who wears the pants in their relationship.			
**	108600	a	weather eye	alert attention		nautical		
	108700		weigh in	express an opinion	Andy, would you like to weigh in on this discussion?	boxing, racing		
**	108800		wet (one’s) whistle	have a drink				
	108900		wet behind the ears	inexperienced	He’s a bit wet behind the ears, but I’m hopeful he’ll learn quickly.			
	109000	a	wet blanket	deadening influence	I hate to be a wet blanket, but we’ve got to get home.			
**	109100		what’s wrong with this picture?	there’s something wrong in this situation				
	109200	the	wheels are coming off	situation is going bad	The project went really well for several months, but now the wheels are coming off.			
**	109300		when (one’s) ship comes in	when (one) gets rich				Usually used facetiously.
	109400		when in Rome	conform to current expectations	I’m not at all sure why we’re doing things this way, but when in Rome.			Understood to be followed by: \
	109500		when the chips are down	when the crisis is at hand	You can always count on Andy when the chips are down.	poker		
	109600		when the chips are down	when there’s a crisis	Andy’s absolutely dependable when the chips are down.	Gambling		
	109700		whipping boy	individual to be punished	Even though we’re all at fault, the boss has found his whipping boy. 	a stand-in for the prince, who couldn’t be whipped		Often implies punishing a blameless individual.
**	109800		whistle stop	quick visit				
	109900		whistling past the graveyard	pretending to be calm	Andy looks unconcerned about her tests, but I think she’s whistling past the graveyard.			
**	110000	a	white elephant	an unwanted and undesirable gift		revered white elephant, allegedly given as gifts by kings of Siam to ruin the recipient		
	110100		who’s minding the store?	who’s attending to business?	Practically everyone in Marketing is here at the conference,so who’s minding the store?			
**	110200		whole cloth	completely				
	110300		whole hog	completely	Andy fell for their story whole hog.			
	110400	the	whole kit and caboodle	every last thing	They sold us the house and everything in it — the whole kit and caboodle.			
	110500	the	whole nine yards	everything	That’s the whole nine yards. We have no more resources to draw on.	WWI ammo belts for S. Pacific fighter planes were 9 yds long.  Firing everything was giving it the whole 9 yds.		
	110600	the	whole shooting match	everything	There were no other parts or pieces in the package. This is the whole shooting match.			
	110700		whose ox is gored	whose interests are harmed	You can always tell whose ox is gored. It’s the people who complain the loudest.			
	110800		wild card	unpredictable factor	Andy’s the wild card here. No one knows what her capabilities are.	poker		
	110810		wild goose chase	pointless search	Andy's off on some wild goose chase for just the right ingredient.	Alludes to an historical form of horse racing, where a group of riders had to follow a lead rider in a formation similar to that of flying geese.		
	110900	the	wild west	completely uncontrolled	The fifth grade has a substitute teacher and it’s the wild west in there today.			
**	111000		willy-nilly	chaotically		will he or won’t (nil) he?		
	111100	a	wing and a prayer	little more than hope	She’s not well prepared. She’s going out there on a wing and a prayer.			
	111200		wing it	make it up	I was completely unprepared, so I just winged it in front of the whole class.	theater—getting coached from the wings		
**	111300		winner’s circle	place of honor		horse racing		
	111400		winning hand	advantageous assets	They’re both vying for the job, but I think Andy holds the winning hand.	gambling/cards		
	111500	a	witch hunt	a search for someone to blame	Nothing really happened at the party, but the parents seem to be on a witch hunt anyway.	Salem witch trials		Often implies that the grounds for blame are flimsy.
	111600		with flying colors	with highest marks	Andy graduated from law school with flying colors.	naval?		
	111700		with guns blazing	with all (one’s) force	Andy was really angry and he came at them with guns blazing.	cowboys		
	111800		with hat in hand	with great humility	I knew I needed to placate her, so I went into her office with hat in hand.			
